fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2024,508-169,508-169_2024,Druid Park Lake Drive Complete Streets Reconstruction,Druid Park Lake Dr from the I-83 south exit to the second Greenspring Ave entrance,"Advance 15% concept planning study for lane-diet combined with multi-modal transportation improvements, to a 30% design, full environmental review, and stakeholder coordination in compliance with the NEPA process.",FY2024,Total,0,0,2500000,2500000,2500000,2500000,2500000,2500000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-170,508-170_2024,West Baltimore United,US 40 from West Baltimore MARC Station to N. Greene Street,"Plan for deconstruction and redevelopment of the US 40 Highway to Nowhere to support economic development, community cohesion, and complete streets.",FY2024,Source,0,0,2400000,2400000,2400000,2400000,2400000,2400000,690   Other State Funds,690,Other State Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-170,508-170_2024,West Baltimore United,US 40 from West Baltimore MARC Station to N. Greene Street,"Plan for deconstruction and redevelopment of the US 40 Highway to Nowhere to support economic development, community cohesion, and complete streets.",FY2024,Source,0,0,500000,500000,500000,500000,500000,500000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-170,508-170_2024,West Baltimore United,US 40 from West Baltimore MARC Station to N. Greene Street,"Plan for deconstruction and redevelopment of the US 40 Highway to Nowhere to support economic development, community cohesion, and complete streets.",FY2024,Total,0,0,2900000,2900000,2900000,2900000,2900000,2900000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-172,508-172_2024,Highway Safety Plan Implementation,Citywide,"Fund for matching federal and state safety grants for planning, design, and construction of projects that will move Baltimore towards zero roadway deaths and serious injuries.",FY2024,Source,0,0,450000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-172,508-172_2024,Highway Safety Plan Implementation,Citywide,"Fund for matching federal and state safety grants for planning, design, and construction of projects that will move Baltimore towards zero roadway deaths and serious injuries.",FY2024,Total,0,0,450000,0,0,0,0,0,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-173,508-173_2024,Oldtown Mall Improvements,Oldtown Mall/Gay St.,Study and design for improvements to Oldtown Mall.,FY2024,Source,0,0,0,750000,750000,750000,750000,750000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-173,508-173_2024,Oldtown Mall Improvements,Oldtown Mall/Gay St.,Study and design for improvements to Oldtown Mall.,FY2024,Total,0,0,0,750000,750000,750000,750000,750000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-184,508-184_2024,Moravia Road Ramp E Bridge over Pulaski Highway (BC4105),Moravia Road Ramp E over Pulaski Highway,"The bridge sufficiency rating is 64.5 out of 100, meaning the bridge needs to be rehabilitated to bring it back to good condition. This project is necessary for public safety.",FY2024,Source,0,320000,280000,280000,280000,280000,280000,600000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2018,2024,,2,7,2018,2024,2
2024,508-184,508-184_2024,Moravia Road Ramp E Bridge over Pulaski Highway (BC4105),Moravia Road Ramp E over Pulaski Highway,"The bridge sufficiency rating is 64.5 out of 100, meaning the bridge needs to be rehabilitated to bring it back to good condition. This project is necessary for public safety.",FY2024,Source,0,0,150000,150000,150000,150000,150000,150000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2018,2024,,2,7,2018,2024,2
2024,508-184,508-184_2024,Moravia Road Ramp E Bridge over Pulaski Highway (BC4105),Moravia Road Ramp E over Pulaski Highway,"The bridge sufficiency rating is 64.5 out of 100, meaning the bridge needs to be rehabilitated to bring it back to good condition. This project is necessary for public safety.",FY2024,Total,0,320000,430000,430000,430000,430000,430000,750000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2018,2024,,2,7,2018,2024,2
2024,508-465,508-465_2024,Curb Repair-Slab Repair-ADA Ramps Upgrade Citywide,Various,Repair and replace curbs along roadways and replace damaged concrete road sections. This is an annual sustaining program for the City’s infrastructure.,FY2024,Source,0,0,3500000,2500000,2500000,2500000,2500000,2500000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2014,2024,,11,11,2014,2024,11
2024,508-465,508-465_2024,Curb Repair-Slab Repair-ADA Ramps Upgrade Citywide,Various,Repair and replace curbs along roadways and replace damaged concrete road sections. This is an annual sustaining program for the City’s infrastructure.,FY2024,Total,0,0,3500000,2500000,2500000,2500000,2500000,2500000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2014,2024,,11,11,2014,2024,11
2023,508-019,508-019_2023,Citywide Bike and Pedestrian Improvements / Bike Master Plan,City-wide,Implement various rapid enhancement projects that provide significant network connectivity and safety improvements citywide. Concentrated on prioritized bike network gaps and urgent intersections and short segment quick build projects.,FY2023,Source,0,0,500000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2014,2024,,9,11,2014,2024,9
2023,508-019,508-019_2023,Citywide Bike and Pedestrian Improvements / Bike Master Plan,City-wide,Implement various rapid enhancement projects that provide significant network connectivity and safety improvements citywide. Concentrated on prioritized bike network gaps and urgent intersections and short segment quick build projects.,FY2023,Source,0,500000,0,500000,500000,500000,500000,1000000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2014,2024,,9,11,2014,2024,9
2023,508-019,508-019_2023,Citywide Bike and Pedestrian Improvements / Bike Master Plan,City-wide,Implement various rapid enhancement projects that provide significant network connectivity and safety improvements citywide. Concentrated on prioritized bike network gaps and urgent intersections and short segment quick build projects.,FY2023,Total,0,500000,500000,500000,500000,500000,500000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2014,2024,,9,11,2014,2024,9
2023,508-029,508-029_2023,Materials and Compliance Testing,Citywide,"Testing of concrete, soil, aggregate, & hot mix asphalt. Certified technicians are available on an on-call basis to provide the needed equipment for field or laboratory testing following AASHTO R18 for QA purposes mandated by Federal Highway/SHA.",FY2023,Source,0,150000,150000,150000,150000,150000,150000,300000,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2014,2024,,11,11,2014,2024,10
2023,508-029,508-029_2023,Materials and Compliance Testing,Citywide,"Testing of concrete, soil, aggregate, & hot mix asphalt. Certified technicians are available on an on-call basis to provide the needed equipment for field or laboratory testing following AASHTO R18 for QA purposes mandated by Federal Highway/SHA.",FY2023,Total,0,150000,150000,150000,150000,150000,150000,300000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2014,2024,,11,11,2014,2024,10
2023,508-044,508-044_2023,Rehabilitation of 25th Street - Greenmount Ave to Kirk Ave,25th Street - Greenmount Ave. to Kirk Ave.,Rehabilitate the roadway and improve pedestrian access along 25th Street from Greenmount Avenue to Kirk Avenue.,FY2023,Source,0,6362000,1000000,3790000,3790000,3790000,3790000,10152000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,7,9,2015,2023,7
2023,508-044,508-044_2023,Rehabilitation of 25th Street - Greenmount Ave to Kirk Ave,25th Street - Greenmount Ave. to Kirk Ave.,Rehabilitate the roadway and improve pedestrian access along 25th Street from Greenmount Avenue to Kirk Avenue.,FY2023,Source,0,295000,0,1696000,1696000,1696000,1696000,1991000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,7,9,2015,2023,7
2023,508-044,508-044_2023,Rehabilitation of 25th Street - Greenmount Ave to Kirk Ave,25th Street - Greenmount Ave. to Kirk Ave.,Rehabilitate the roadway and improve pedestrian access along 25th Street from Greenmount Avenue to Kirk Avenue.,FY2023,Total,0,6657000,1000000,5486000,5486000,5486000,5486000,12143000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,7,9,2015,2023,7
2023,508-051,508-051_2023,Fremont Avenue Rehabilitation from Lafayette Ave to Presstman,Fremont Avenue from Lafayette Ave to Presstman St.,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways for pedestrian and traffic safety, aesthetics and foot traffic.",FY2023,Source,0,0,652000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2015,2023,,5,9,2015,2023,5
2023,508-051,508-051_2023,Fremont Avenue Rehabilitation from Lafayette Ave to Presstman,Fremont Avenue from Lafayette Ave to Presstman St.,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways for pedestrian and traffic safety, aesthetics and foot traffic.",FY2023,Source,0,3315000,2036000,2436000,2436000,2436000,2436000,5751000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,5,9,2015,2023,5
2023,508-051,508-051_2023,Fremont Avenue Rehabilitation from Lafayette Ave to Presstman,Fremont Avenue from Lafayette Ave to Presstman St.,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways for pedestrian and traffic safety, aesthetics and foot traffic.",FY2023,Source,0,105000,0,560000,560000,560000,560000,665000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,5,9,2015,2023,5
2023,508-051,508-051_2023,Fremont Avenue Rehabilitation from Lafayette Ave to Presstman,Fremont Avenue from Lafayette Ave to Presstman St.,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways for pedestrian and traffic safety, aesthetics and foot traffic.",FY2023,Total,0,3420000,2688000,2996000,2996000,2996000,2996000,6416000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,5,9,2015,2023,5
2023,508-053,508-053_2023,Madison Street Rehabilitation from N. Milton Avenue to Edison Highway,Madison Street from N. Milton Avenue to Edison Highway,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways, replacement of signals and pedestrian signals for safety, aesthetics and foot traffic.",FY2023,Source,0,0,796000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2015,2024,,7,10,2015,2024,7
2023,508-053,508-053_2023,Madison Street Rehabilitation from N. Milton Avenue to Edison Highway,Madison Street from N. Milton Avenue to Edison Highway,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways, replacement of signals and pedestrian signals for safety, aesthetics and foot traffic.",FY2023,Source,0,5263000,1937000,1937000,1937000,1937000,1937000,7200000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2024,,7,10,2015,2024,7
2023,508-053,508-053_2023,Madison Street Rehabilitation from N. Milton Avenue to Edison Highway,Madison Street from N. Milton Avenue to Edison Highway,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways, replacement of signals and pedestrian signals for safety, aesthetics and foot traffic.",FY2023,Total,0,5263000,2733000,1937000,1937000,1937000,1937000,7200000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2024,,7,10,2015,2024,7
2023,508-056,508-056_2023,Pennington Avenue Rehabilitation from Birch St to E. Ordnance Rd. (City Line),Pennington Avenue from Birch St to E. Ordnance Rd. (City Line),"Concrete and asphalt roadway rehabilitation, sidewalk / curb & gutter improvements, ADA compliant ramps and driveways, multi-modal upgrades.",FY2023,Source,0,68000,806000,1126000,1126000,1126000,1126000,1194000,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,8,9,2015,2023,8
2023,508-056,508-056_2023,Pennington Avenue Rehabilitation from Birch St to E. Ordnance Rd. (City Line),Pennington Avenue from Birch St to E. Ordnance Rd. (City Line),"Concrete and asphalt roadway rehabilitation, sidewalk / curb & gutter improvements, ADA compliant ramps and driveways, multi-modal upgrades.",FY2023,Source,0,4831000,1569000,1569000,1569000,1569000,1569000,6400000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,8,9,2015,2023,8
2023,508-056,508-056_2023,Pennington Avenue Rehabilitation from Birch St to E. Ordnance Rd. (City Line),Pennington Avenue from Birch St to E. Ordnance Rd. (City Line),"Concrete and asphalt roadway rehabilitation, sidewalk / curb & gutter improvements, ADA compliant ramps and driveways, multi-modal upgrades.",FY2023,Source,0,164000,0,242000,242000,242000,242000,406000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,8,9,2015,2023,8
2023,508-056,508-056_2023,Pennington Avenue Rehabilitation from Birch St to E. Ordnance Rd. (City Line),Pennington Avenue from Birch St to E. Ordnance Rd. (City Line),"Concrete and asphalt roadway rehabilitation, sidewalk / curb & gutter improvements, ADA compliant ramps and driveways, multi-modal upgrades.",FY2023,Total,0,5063000,2375000,2937000,2937000,2937000,2937000,8000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2023,,8,9,2015,2023,8
2023,508-102,508-102_2023,Bike Master Plan: Eutaw Place,Eutaw Place: Druid Hill Avenue to Druid Park Lake,Install cycle track/buffered lanes on Eutaw Place per the Bike Master Plan.,FY2023,Source,0,230000,230000,230000,230000,230000,230000,460000,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2022,2024,,3,3,2022,2024,3
2023,508-102,508-102_2023,Bike Master Plan: Eutaw Place,Eutaw Place: Druid Hill Avenue to Druid Park Lake,Install cycle track/buffered lanes on Eutaw Place per the Bike Master Plan.,FY2023,Total,0,230000,230000,230000,230000,230000,230000,460000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2022,2024,,3,3,2022,2024,3
2023,508-122,508-122_2023,"Martin Luther King, Jr. Boulevard Sidepath",Martin Luther King Jr Blvd from Eutaw to Russell St,"Design and construct 1.45-mile sidepath on the west side of sidewalk, per the Separated Bike Lane Network plan.",FY2023,Source,0,0,200000,200000,200000,200000,200000,200000,100   General Obligation Bonds,100,General Obligation Bonds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2023,2024,,2,2,2023,2024,2
