fiscal_year,cip_number,cip_year_id,filename,project_title,location,project_desc,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,bureau_program,bureau_name,contract_number
2015,601-039,601-039_2015,FY15 Capital Budget.xls,CEDS Implementation-Strategic Plan,Citywide,The City is currently completing a Comprehensive Economic Development Strategy.  Subsequent exercises will be needed to further the plan to grow the City's economy.,Total,0,0,150000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-040,601-040_2015,FY15 Capital Budget.xls,Business Park Maintenance/Upgrades,Citywide,Upgrading our business parks is paramount in retaining and attracting existing and new business entities to the City in order to remain competitive.,Total,0,0,450000,300000,300000,300000,601,Baltimore Development Corporat,NA
2015,601-043,601-043_2015,FY15 Capital Budget.xls,3313 Greenmount Ave Acquisition,Greenmount Avenue,"3313 Greenmount Avenue, a key property in the Waverly Main Street area, has been vacant for over 10 years.  Acquisition of the property will stimulate private investment in the community.",Total,0,0,350000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-045,601-045_2015,FY15 Capital Budget.xls,Southwest Baltimore Plan,Martin Luther King Boulevard (MLK) to Fulton Avenue,"The Southwest Baltimore Partnership is currently putting together a community plan.  Subsequent to  the community plan, a strategy plan will be needed for implementation.",Total,0,0,100000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-048,601-048_2015,FY15 Capital Budget.xls,Acme Business Center Improvements,Rosemount,The City owned properties known as the Acme Business Center in West Baltimore are is a serious state of disrepair.  Funds would be used for demolition and upgrades to the buildings.,Total,0,0,600000,600000,600000,600000,601,Baltimore Development Corporat,NA
2015,601-061,601-061_2015,FY15 Capital Budget.xls,"Infrastructure Upgrades: Russell, Bayard, Worchester, Warner","Russell, Bayard, Worchester, Warner","Reconstruct roadways and sidewalks, install traffic signals, signage, lighting and landscape and streetscape elements, and reconfigure utilities and communication lines to accommodate both current and future needs.",Total,0,0,2000000,2000000,2000000,2000000,601,Baltimore Development Corporat,NA
2015,601-062,601-062_2015,FY15 Capital Budget.xls,Carroll Camden Industrial Park Facade Improvements,Carroll Camden Industrial Park,Initiate a façade improvement program targeted towards the commercial and industrial properties in the Carroll Camden Industrial Area.,Total,0,0,175000,175000,175000,175000,601,Baltimore Development Corporat,NA
2015,601-860,601-860_2015,FY15 Capital Budget.xls,Industrial and Commercial Financing,Citywide,"Make loans to businesses located or seeking to relocate to Baltimore City for retention and expansion, thus providing new jobs to Baltimore City residents and increasing the tax base.",Total,0,0,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2015,601-873,601-873_2015,FY15 Capital Budget.xls,Brownfield Incentive Fund,Citywide,Funding request for the clean up and redevelopment of brownfield sites throughout the City for business development projects.,Total,0,0,200000,200000,200000,200000,601,Baltimore Development Corporat,NA
2015,601-993,601-993_2015,FY15 Capital Budget.xls,BDC-Inner Harbor Area(601-052/053/054/055),Inner Harbor Area,Capital improvements in the overall Inner Harbor area including but not limited to repair of piers and overall electrical systems in the harbor.,Total,0,0,2000000,2000000,2000000,2000000,601,Baltimore Development Corporat,NA
2014,601-007,601-007_2014,FY14 Capital Budget_0.xls,Belair-Edison,Belair Road,"Repair and restore the aging infrastructure on Belair Road in the TAP area.  The goals of the project include increasing pedestrian safety, increasing foot traffic, and improving the perception of the commercial corridor.",Total,0,0,600000,600000,600000,600000,601,Baltimore Development Corporat,NA
2014,601-008,601-008_2014,FY14 Capital Budget_0.xls,Howard Park Commercial Area Lighting,"4600-4700 blks Liberty Heights, 3500 blk Gwynn Oak and Hillsdale, 4600-4700 blks Maine Avenue","Install new lights in the Howard Park commercial district, to compliment the new grocery store.  New lighting will enhance the aesthetics of this business district and provide safety for shoppers.",Total,0,0,400000,400000,400000,400000,601,Baltimore Development Corporat,NA
2014,601-009,601-009_2014,FY14 Capital Budget_0.xls,East Monument Street,2100-2400 blks East Monument Street,Replace sidewalks along Monument St. The sinkhole has impacted the sidewalks which now pose a safety hazard to pedestrians.  Renovating the aging infrastructure of the area will bring back “foot traffic” to the Main Street commercial corridor.,Total,0,0,525000,500000,500000,500000,601,Baltimore Development Corporat,NA
2014,601-013,601-013_2014,FY14 Capital Budget_0.xls,Facade Improvements,Citywide,"Project aims to improve the appearance of building facades across Baltimore City. The program provides funds for facade improvements in commercial revitalization districts, industrial areas, and city-wide funds.",Total,0,0,250000,500000,500000,500000,601,Baltimore Development Corporat,NA
2014,601-016,601-016_2014,FY14 Capital Budget_0.xls,Holabird Industrial Park,Holabird Industrial Park,"Make various capital improvements within the business park, which is overseen by BDC, in order to remain competitive in attracting new businesses.",Total,0,0,80000,100000,100000,100000,601,Baltimore Development Corporat,NA
2014,601-018,601-018_2014,FY14 Capital Budget_0.xls,"Seton, Crossroads, Park Circle Industrial Parks",West Baltimore,"Make various capital improvements within the business parks, which are overseen by BDC, in order to remain competitive in attracting new businesses.",Total,0,0,80000,150000,150000,150000,601,Baltimore Development Corporat,NA
2014,601-019,601-019_2014,FY14 Capital Budget_0.xls,Pigtown,900 Washington Blvd,"Additional lighting and streetscaping around the 900 block of Washington Boulevard, where extensive private investment has recently occurred.",Total,0,0,500000,0,0,0,601,Baltimore Development Corporat,NA
2014,601-020,601-020_2014,FY14 Capital Budget_0.xls,Westside - Howard's Park,Howard St. and Centre St.,"Convert the underutilized Howards Park to a dog park, as identified by Seton Hill Neighborhood Plan. The park will include landscaping, lighting, and other improvements.  The project will be funded in partnership with Rec and Parks (474-005).",Total,0,0,120000,120000,120000,120000,601,Baltimore Development Corporat,NA
2014,601-022,601-022_2014,FY14 Capital Budget_0.xls,Westside - Historic Properties Stabilization,Westside,Stabilize historic properties located in Westside Downtown by restoring and preserving the historical components on building exteriors and encouraging private sector investment.,Total,0,0,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2014,601-024,601-024_2014,FY14 Capital Budget_0.xls,Public Markets,"Cross Street, Hollins, and Broadway Markets",Implement capital improvements to the markets to enable them to provide customers with fresh food options. Many of the markets are in need of upgrades to equipment and buildings to enable the markets to offer fresher product.,Total,0,0,0,250000,250000,250000,601,Baltimore Development Corporat,NA
2014,601-025,601-025_2014,FY14 Capital Budget_0.xls,Commercial Corridor Blighted Property Demolition,Citywide,"Demolish strategic properties to remove blight and encourage investment as part of broader commercial revitalization plans along corridors such as Pennsylvania Avenue, Fayette Street and Washington Boulevard.",Total,0,0,0,250000,250000,250000,601,Baltimore Development Corporat,NA
2014,601-026,601-026_2014,FY14 Capital Budget_0.xls,Liberty Heights Plan,3200-6000 blks Liberty Heights,Use the ULI TAP program to develop strategies to improve the the physical appearance of the Liberty Heights commercial corridor to promote area businesses and job growth along the city's major gateways.,Total,0,0,0,100000,100000,100000,601,Baltimore Development Corporat,NA
2014,601-027,601-027_2014,FY14 Capital Budget_0.xls,Brooklyn Curtis Bay Plan,"100-1400 blks E. Patapsco Ave, 3400-4000 blks Hanover Street, 3400-4000 blks Potee Street",Use the ULI TAP program to develop strategies to improve the the physical appearance of the Brooklyn/Curtis Bay commercial corridor to promote area businesses and job growth along the city's major gateways.,Total,0,0,0,100000,100000,100000,601,Baltimore Development Corporat,NA
2014,601-993,601-993_2014,FY14 Capital Budget_0.xls,BDC Inner Harbor,Inner Harbor Area,Capital improvements in the overall Inner Harbor area including but not limited to repair of piers and overall electrical systems in the harbor.,Total,0,1000000,95000,500000,500000,500000,601,Baltimore Development Corporat,NA
2014,601-995,601-995_2014,FY14 Capital Budget_0.xls,BDC Industrial and Commercial,Citywide,"Provide financing to companies in Baltimore City to help with business retention, expansion and attraction. Returns are measured by jobs retained or created and increased tax revenues.",Total,0,475000,2800000,1880000,1880000,1880000,601,Baltimore Development Corporat,NA
2019,607-002,607-002_2019,FY19 Capital Budget Report.xls,Downtown Streetscape Improvements,Downtown Baltimore,"Improve and upgrade streetscapes and street beds throughout Downtown. Upgrade curbs, sidewalks, streetlights and enhance/improve crosswalks, enlarge tree pits, and provide additional landscaping to improve and enhance the pedestrian experience.",Total,0,0,1000000,200000,200000,200000,607,Downtown Partnership of Baltim,NA
2018,607-001,607-001_2018,FY18 Capital Budget.xls,McKeldin Plaza,McKeldin Plaza,"Upon removal of the fountain and skywalks, redevelop McKeldin Plaza by installing new landscaping, public art, seating, and pedestrian circulation.",Total,0,1750000,1000000,0,0,0,607,Downtown Partnership of Baltim,NA
2017,607-001,607-001_2017,FY17 Capital Budget.xls,McKeldin Plaza,McKeldin Plaza,"Upon removal of the fountain and skywalks, redevelop McKeldin Plaza by installing new landscaping, public art, seating, and pedestrian circulation.",Total,0,1250000,500000,500000,500000,500000,607,Downtown Partnership of Baltim,NA
2017,607-002,607-002_2017,FY17 Capital Budget.xls,Downtown Streetscape Improvements,Downtown Baltimore,"Improve and upgrade streetscapes and street beds throughout Downtown. Upgrade curbs, sidewalks, streetlights and enhance/improve crosswalks, enlarge tree pits, and provide additional landscaping to improve and enhance the pedestrian experience.",Total,0,0,500000,0,0,0,607,Downtown Partnership of Baltim,NA
